2020-03-18 02:31:01,558:generation=23101,message=100_7_18.76138.ind,100,11.34287656975,18.646,4.917,5.868,18.748,8.536
2020-03-18 02:33:20,819:generation=23320,message=101_7_18.75909.ind,101,18.7574762949514,18.778,18.770,18.769,18.729,18.741
2020-03-18 02:47:18,023:generation=24718,message=102_7_18.77089.ind,102,15.9652789715187,18.757,18.722,18.701,18.737,4.909
2020-03-18 03:09:36,571:generation=30936,message=103_7_18.73787.ind,103,15.5537712101606,18.757,18.747,7.620,13.876,18.768
2020-03-18 03:20:32,135:generation=32032,message=105_7_18.75479.ind,105,18.7666189902684,18.771,18.730,18.802,18.777,18.754
2020-03-18 03:32:43,035:generation=33243,message=106_7_18.73432.ind,106,15.9501196855358,18.765,18.791,18.677,4.766,18.751
2020-03-18 03:51:06,034:generation=35106,message=107_7_18.77132.ind,107,15.9155169572054,18.743,18.694,18.711,4.666,18.764
2020-03-18 04:03:07,588:generation=40307,message=108_7_18.77600.ind,108,15.1584586725628,18.777,18.751,12.889,18.748,6.627
2020-03-18 04:19:53,842:generation=41953,message=118_7_18.78131.ind,118,12.7748091148884,18.747,18.712,18.688,2.811,4.917
2020-03-18 04:39:03,482:generation=43903,message=11_3_2.55208.ind,11,3.45010046937389,3.763,1.994,4.854,3.869,2.770
2020-03-18 04:58:38,480:generation=45838,message=1_1_5.70063.ind,1,3.07731603291568,2.950,2.710,1.975,2.884,4.867
2020-03-18 05:27:55,450:generation=52755,message=20_2_2.57634.ind,20,2.10899067751327,1.998,1.974,2.607,1.983,1.983
2020-03-18 05:41:08,956:generation=54108,message=24_3_1.95136.ind,24,8.05040731389015,18.780,12.888,1.992,2.796,3.796
2020-03-18 06:09:56,565:generation=60956,message=30_3_1.97811.ind,30,2.06704623906107,1.964,1.937,1.972,1.982,2.480
2020-03-18 06:49:55,179:generation=64955,message=34_4_2.64836.ind,34,2.39603642331127,2.527,2.812,2.678,1.987,1.977
2020-03-18 07:26:47,327:generation=72647,message=58_4_7.88811.ind,58,1.98290908824648,1.993,1.978,1.977,1.994,1.973
2020-03-18 07:41:21,844:generation=74121,message=60_3_7.65832.ind,60,3.49736612886398,5.508,1.974,4.896,2.522,2.586
2020-03-18 07:59:01,990:generation=75901,message=63_3_7.68509.ind,63,5.39248049365111,3.665,3.709,14.684,2.957,1.947
2020-03-18 08:22:26,265:generation=82226,message=65_4_6.62924.ind,65,2.87928994407986,1.945,2.885,2.889,3.921,2.756
2020-03-18 08:39:21,801:generation=83921,message=69_4_18.76089.ind,69,12.429994393222,18.799,7.784,13.868,2.971,18.728
2020-03-18 08:46:53,164:generation=84653,message=69_6_18.76089.ind,69,17.5651366763008,18.735,18.771,18.748,12.785,18.787
2020-03-18 09:27:42,579:generation=92742,message=6_3_1.97627.ind,6,2.09660271478222,1.986,1.972,1.980,2.556,1.989
2020-03-18 09:50:14,796:generation=95014,message=76_4_6.83656.ind,76,5.04565386125099,1.979,8.831,6.752,4.705,2.961
2020-03-18 10:06:49,200:generation=100649,message=87_4_18.76963.ind,87,12.2200284694814,18.754,5.781,18.736,12.896,4.932
2020-03-18 10:17:59,729:generation=101759,message=87_6_18.76963.ind,87,15.5986212620724,18.782,2.900,18.780,18.741,18.790
